id,first_name,last_name,email,prob
4590,Panteleymon,Gricyuk,panteleymon.gricyuk@ukr.net,1.82
4591,Nikifor,Skorohodko,nikifor.skorohodko@ukr.net,1.76
4592,Apolloniya,Gorbarenko,apolloniya.gorbarenko@ukr.net,0.49
4593,Bratko,Rihlo,bratko.rihlo@ukr.net,1.52
4594,Siloslava,Vigovskiy,siloslava.vigovskiy@ukr.net,1.59
4595,Avksentiy,Kritenko,avksentiy.kritenko@ukr.net,0.81
4596,Valentin,Golub,valentin.golub@ukr.net,98.94
4597,Volodislav,Gres,volodislav.gres@ukr.net,79.75
4598,Timish,Korovchenko,timish.korovchenko@ukr.net,1.21
4599,Taroslav,Timchak,taroslav.timchak@ukr.net,2.72
4600,Fedir,Bandrovskiy,fedir.bandrovskiy@ukr.net,97.43
4601,Vladislava,Onopko,vladislava.onopko@ukr.net,99.0
4602,Gavrilo,Demchuk,gavrilo.demchuk@ukr.net,2.71
4603,Sologub,Steshenko,sologub.steshenko@ukr.net,6.13
4604,Yarovit,Pilipchak,yarovit.pilipchak@ukr.net,91.17
4605,Vitaliya,Yuzefovich,vitaliya.yuzefovich@ukr.net,1.07
4606,Sevastiana,Gudim,sevastiana.gudim@ukr.net,0.62
4607,Gradislav,Shostackiy,gradislav.shostackiy@ukr.net,0.91
4608,Rusudan,Zlochevskiy,rusudan.zlochevskiy@ukr.net,7.87
4609,Galina,Burmaka,galina.burmaka@ukr.net,1.58
4610,Svyatoslava,Pavlik,svyatoslava.pavlik@ukr.net,0.91
4611,Rad,Ivchuk,rad.ivchuk@ukr.net,4.58
4612,Vognedar,Pokalchuk,vognedar.pokalchuk@ukr.net,5.44
4613,Radomir,Dmitrishin,radomir.dmitrishin@ukr.net,1.63
4614,Sofiya,Bilyachenko,sofiya.bilyachenko@ukr.net,93.36
4615,Dibach,Vasilenko,dibach.vasilenko@ukr.net,1.21
4616,Rodoslava,Charneckiy,rodoslava.charneckiy@ukr.net,1.24
4617,Dobrilo,Shvachka,dobrilo.shvachka@ukr.net,2.5
4618,Onisiy,Petlyura,onisiy.petlyura@ukr.net,94.86
4619,Hodota,Skorohod,hodota.skorohod@ukr.net,4.19
4620,Solomoniya,Marcevich,solomoniya.marcevich@ukr.net,1.84
4621,Arseniy,Rizenki,arseniy.rizenki@ukr.net,16.59
4622,Evelina,Petrivskiy,evelina.petrivskiy@ukr.net,0.74
4623,Liposlav,Ternichenko,liposlav.ternichenko@ukr.net,0.77
4624,Tvorislav,Leshchuk,tvorislav.leshchuk@ukr.net,99.11
4625,Slavomila,Malickiy,slavomila.malickiy@ukr.net,1.41
4626,Lelya,Kushniruk,lelya.kushniruk@ukr.net,0.87
4627,Isidora,Prokop'yuk,isidora.prokop'yuk@ukr.net,1.29
4628,Zahariy,Riznik,zahariy.riznik@ukr.net,1.56
4629,Yaromisl,Shishko,yaromisl.shishko@ukr.net,0.69
4630,Yarovit,Lisicya,yarovit.lisicya@ukr.net,85.01
4631,Dobromir,Luchkevich,dobromir.luchkevich@ukr.net,20.53
4632,Odarka,Romanyuk,odarka.romanyuk@ukr.net,2.14
4633,Zlata,Gubar,zlata.gubar@ukr.net,2.68
4634,Carko,Revenko,carko.revenko@ukr.net,0.67
4635,Konon,Semenchuk,konon.semenchuk@ukr.net,20.73
4636,Chestislav,Kucher,chestislav.kucher@ukr.net,4.14
4637,Zinoviy,Litvinenko,zinoviy.litvinenko@ukr.net,29.04
4638,Danko,Sobchuk,danko.sobchuk@ukr.net,0.69
4639,Gervasiy,Ryabenko,gervasiy.ryabenko@ukr.net,18.03
4640,Yadviga,Golovko,yadviga.golovko@ukr.net,91.97
4641,Faust,Kachmarskiy,faust.kachmarskiy@ukr.net,79.62
4642,Yarovid,Telenko,yarovid.telenko@ukr.net,2.81
4643,Oleksandr,Kormosh,oleksandr.kormosh@ukr.net,92.77
4644,Ostap,Pavelko,ostap.pavelko@ukr.net,0.55
4645,Svitan,Plyushch,svitan.plyushch@ukr.net,0.69
4646,Romana,Klimpush,romana.klimpush@ukr.net,10.38
4647,Antoniy,Kraynichenko,antoniy.kraynichenko@ukr.net,3.6
4648,Silolyuba,Govera,silolyuba.govera@ukr.net,5.52
4649,Roshel,Ribenchuk,roshel.ribenchuk@ukr.net,0.98
4650,Flor,Pedan,flor.pedan@ukr.net,1.04
4651,Anfisa,Artyushenko,anfisa.artyushenko@ukr.net,1.24
4652,Dobribiy,Dudnik,dobribiy.dudnik@ukr.net,7.51
4653,Angelina,Andriychenko,angelina.andriychenko@ukr.net,0.56
4654,Bogdana,Onufriienko,bogdana.onufriienko@ukr.net,0.91
4655,Anastasiya,Mikluha,anastasiya.mikluha@ukr.net,3.79
4656,Yaropolk,Balickiy,yaropolk.balickiy@ukr.net,46.19
4657,Dibach,Naydich,dibach.naydich@ukr.net,7.65
4658,Cvitan,Pavliv,cvitan.pavliv@ukr.net,3.06
4659,Vedan,Gnatishin,vedan.gnatishin@ukr.net,5.24
4660,Shchedrogost,Cherneckiy,shchedrogost.cherneckiy@ukr.net,2.34
4661,Hristya,Borisikevich,hristya.borisikevich@ukr.net,0.35
4662,Artemisiya,Vasyanovich,artemisiya.vasyanovich@ukr.net,0.85
4663,Virginiya,Tovstolis,virginiya.tovstolis@ukr.net,1.04
4664,Blagovid,Tkachik,blagovid.tkachik@ukr.net,0.82
4665,Pozvizda,Kovch,pozvizda.kovch@ukr.net,69.77
4666,Karolina,Chemeris,karolina.chemeris@ukr.net,30.38
4667,Oleh,Vakalyuk,oleh.vakalyuk@ukr.net,1.61
4668,Dzvenislava,Modzalevskiy,dzvenislava.modzalevskiy@ukr.net,0.84
4669,Horoshko,Andrusishin,horoshko.andrusishin@ukr.net,3.01
4670,Silan,Sirik,silan.sirik@ukr.net,2.84
4671,Vishezor,Borisyuk,vishezor.borisyuk@ukr.net,0.3
4672,Batko,Vitvickiy,batko.vitvickiy@ukr.net,1.68
4673,Gromovik,Tershakovec,gromovik.tershakovec@ukr.net,15.08
4674,Atanas,Kopilenko,atanas.kopilenko@ukr.net,96.57
4675,Alevtin,Shkurat,alevtin.shkurat@ukr.net,97.92
4676,Svyatopolk,Kozachinskiy,svyatopolk.kozachinskiy@ukr.net,1.85
4677,Askold,Ogiienko,askold.ogiienko@ukr.net,24.45
4678,Stoyan,Andreychuk,stoyan.andreychuk@ukr.net,3.77
4679,Ladomira,Karpeka,ladomira.karpeka@ukr.net,0.55
4680,Shchedrogost,Poperechniy,shchedrogost.poperechniy@ukr.net,0.65
4681,Bilogost,Dobryanska,bilogost.dobryanska@ukr.net,0.76
4682,Artemiziya,Borachok,artemiziya.borachok@ukr.net,2.06
4683,Medomir,Dutko,medomir.dutko@ukr.net,0.48
4684,Ladimir,Voynarovskiy,ladimir.voynarovskiy@ukr.net,2.8
4685,Fevrosiya,Pokotilo,fevrosiya.pokotilo@ukr.net,1.34
4686,Fedora,Dvorskiy,fedora.dvorskiy@ukr.net,94.47
4687,Svitozara,Goloyad,svitozara.goloyad@ukr.net,0.73
4688,Svyatoyar,Lazarevskiy,svyatoyar.lazarevskiy@ukr.net,0.78
4689,Vadim,Korolevich,vadim.korolevich@ukr.net,63.41
4690,Rozaliya,Gladun,rozaliya.gladun@ukr.net,0.71
4691,Asya,Solov'yanenko,asya.solov'yanenko@ukr.net,5.02
4692,Darina,Ciba,darina.ciba@ukr.net,0.69
4693,Gremislav,Zadunayskiy,gremislav.zadunayskiy@ukr.net,1.53
4694,Svitoyar,Zhidenko,svitoyar.zhidenko@ukr.net,16.05
4695,Yasnovid,Kanyuk,yasnovid.kanyuk@ukr.net,0.62
4696,Velemudr,Vasilchenko,velemudr.vasilchenko@ukr.net,1.67
4697,Ostromisl,Popogrebskiy,ostromisl.popogrebskiy@ukr.net,0.6
4698,Onisiy,Yurkiv,onisiy.yurkiv@ukr.net,15.38
4699,Por,Ilyashenko,por.ilyashenko@ukr.net,1.43
4700,Dmitro,Golod,dmitro.golod@ukr.net,0.72
4701,Marichka,Buslenko,marichka.buslenko@ukr.net,97.78
4702,Bogdana,Sokira,bogdana.sokira@ukr.net,1.79
4703,Inesa,Marcenyuk,inesa.marcenyuk@ukr.net,2.75
4704,Peremisl,Babichenko,peremisl.babichenko@ukr.net,2.45
4705,Zhanna,Onishchenko,zhanna.onishchenko@ukr.net,14.02
4706,Dobrivod,Semkiv,dobrivod.semkiv@ukr.net,0.4
4707,Lyubomil,Pocey,lyubomil.pocey@ukr.net,1.52
4708,Pervushko,Belonovich,pervushko.belonovich@ukr.net,74.35
4709,Opanas,Zelinska,opanas.zelinska@ukr.net,1.31
4710,Ievfrosiniya,Didushok,ievfrosiniya.didushok@ukr.net,3.05
4711,Goriglyad,Kalniy,goriglyad.kalniy@ukr.net,8.67
4712,Agapiya,Borisikevich,agapiya.borisikevich@ukr.net,0.59
4713,Carko,Sirovatskiy,carko.sirovatskiy@ukr.net,0.55
4714,Krasnolika,Barilyak,krasnolika.barilyak@ukr.net,2.67
4715,Mirolyuba,Shablenko,mirolyuba.shablenko@ukr.net,10.68
4716,Potap,Vasilenko,potap.vasilenko@ukr.net,1.09
4717,Ieremiy,Baltarovich,ieremiy.baltarovich@ukr.net,1.83
4718,Aza,Dmitrichenko,aza.dmitrichenko@ukr.net,1.23
4719,Vistan,Novosad,vistan.novosad@ukr.net,0.93
4720,Lyubodar,Pantelyuk,lyubodar.pantelyuk@ukr.net,10.03
4721,Svitodara,Fedko,svitodara.fedko@ukr.net,3.97
4722,Lolit,Zagorovskiy,lolit.zagorovskiy@ukr.net,0.56
4723,Mykhailo,Dublyanski,mihaylo.dublyanski@ukr.net,96.89
4724,Violetta,Ohrimchuk,violetta.ohrimchuk@ukr.net,3.56
4725,Svyatovid,Misko,svyatovid.misko@ukr.net,1.08
4726,Svarg,Karpuk,svarg.karpuk@ukr.net,5.4
4727,Radomira,Kiriyak,radomira.kiriyak@ukr.net,64.81
4728,Fedir,Stadnik,fedir.stadnik@ukr.net,0.74
4729,Radimir,Yaroshinska,radimir.yaroshinska@ukr.net,95.42
4730,Yarchik,Okunevskiy,yarchik.okunevskiy@ukr.net,2.08
4731,Lyubomisl,Tregub,lyubomisl.tregub@ukr.net,1.06
4732,Rosava,Skichko,rosava.skichko@ukr.net,3.81
4733,Milana,Radko,milana.radko@ukr.net,0.72
4734,Borimisl,Krotevich,borimisl.krotevich@ukr.net,94.96
4735,Rufina,Virchenko,rufina.virchenko@ukr.net,0.27
4736,Vanda,Klimenko,vanda.klimenko@ukr.net,4.86
4737,Zhadan,Grebin,zhadan.grebin@ukr.net,0.69
4738,Kira,Kubiv,kira.kubiv@ukr.net,2.74
4739,Alina,Masenko,alina.masenko@ukr.net,1.37
4740,Teklya,Kuharska,teklya.kuharska@ukr.net,0.96
4741,Lyubomila,Bab'yuk,lyubomila.bab'yuk@ukr.net,1.28
4742,Stanislav,Goloborodko,stanislav.goloborodko@ukr.net,1.6
4743,Naydena,Pavliv,naydena.pavliv@ukr.net,0.62
4744,Ievfrosiniya,Yarina,ievfrosiniya.yarina@ukr.net,7.91
4745,Radomir,Lisnyak,radomir.lisnyak@ukr.net,6.27
4746,Shchastibog,Voloshin,shchastibog.voloshin@ukr.net,66.34
4747,Yartur,Shcherbak,yartur.shcherbak@ukr.net,59.94
4748,Rina,Tkachuk,rina.tkachuk@ukr.net,0.5
4749,Gorimisl,Znoba,gorimisl.znoba@ukr.net,0.71
4750,Malvina,Gacenko,malvina.gacenko@ukr.net,97.11
4751,Martin,Gorobchuk,martin.gorobchuk@ukr.net,1.3
4752,Ostromira,Mihalchishin,ostromira.mihalchishin@ukr.net,97.4
4753,Ninel,Voznyak,ninel.voznyak@ukr.net,0.58
4754,Stella,Shvidkiy,stella.shvidkiy@ukr.net,0.71
4755,Yarosh,Senkiv,yarosh.senkiv@ukr.net,1.98
4756,Varfolomiy,Katerinich,varfolomiy.katerinich@ukr.net,84.52
4757,Zorina,Demich,zorina.demich@ukr.net,0.54
4758,Ivanna,Sinenko,ivanna.sinenko@ukr.net,5.04
4759,Ladomir,Dzindra,ladomir.dzindra@ukr.net,94.98
4760,Avtonom,Zhilko,avtonom.zhilko@ukr.net,2.79
4761,Asya,Hmeleckiy,asya.hmeleckiy@ukr.net,0.48
4762,Semen,Sozanskiy,semen.sozanskiy@ukr.net,2.51
4763,Solomoniya,Ulyanickiy,solomoniya.ulyanickiy@ukr.net,15.74
4764,Feodora,Lazorik,feodora.lazorik@ukr.net,1.16
4765,Svitomir,Nayda,svitomir.nayda@ukr.net,2.55
4766,Ruslan,Panko,ruslan.panko@ukr.net,1.35
4767,Pozvizda,Priymachenko,pozvizda.priymachenko@ukr.net,1.42
4768,Miroboga,Kostyuk,miroboga.kostyuk@ukr.net,72.2
4769,Boronislav,Bazhan,boronislav.bazhan@ukr.net,37.29
4770,Kolodar,Ievtushenko,kolodar.ievtushenko@ukr.net,1.19
4771,Yavolod,Bovkun,yavolod.bovkun@ukr.net,22.54
4772,Valentin,Antonich,valentin.antonich@ukr.net,3.17
4773,Rozhana,Chehovskiy,rozhana.chehovskiy@ukr.net,1.55
4774,Opanas,Stanko,opanas.stanko@ukr.net,1.04
4775,Artemisa,Bek,artemisa.bek@ukr.net,97.18
4776,Gorislav,Homich,gorislav.homich@ukr.net,10.02
4777,Serafima,Cheh,serafima.cheh@ukr.net,0.71
4778,Vukol,Bubnyuk,vukol.bubnyuk@ukr.net,1.02
4779,Omelyan,Pedan,omelyan.pedan@ukr.net,41.83
4780,Nestor,Boycun,nestor.boycun@ukr.net,0.54
4781,Iekaterina,Sviridenko,iekaterina.sviridenko@ukr.net,2.54
4782,Tvorimir,Berezovchenko,tvorimir.berezovchenko@ukr.net,0.58
4783,Svyatopolk,Kulzhenko,svyatopolk.kulzhenko@ukr.net,0.88
4784,Lavrin,Kushch,lavrin.kushch@ukr.net,3.37
4785,Klavdiya,Garashchenko,klavdiya.garashchenko@ukr.net,2.61
4786,Nayden,Kulzhinskiy,nayden.kulzhinskiy@ukr.net,4.33
4787,Lyubava,Mazurok,lyubava.mazurok@ukr.net,1.56
4788,Svitozara,Konchalovskiy,svitozara.konchalovskiy@ukr.net,0.41
4789,Volodimir,Dvorskiy,volodimir.dvorskiy@ukr.net,1.08
4790,Miron,Kotyuk,miron.kotyuk@ukr.net,1.5
4791,Radomir,Onushko,radomir.onushko@ukr.net,26.73
4792,Yulian,Andrusyak,yulian.andrusyak@ukr.net,2.12
4793,Miloduh,Nimchenko,miloduh.nimchenko@ukr.net,3.03
4794,Svitovid,Chaliy,svitovid.chaliy@ukr.net,1.95
4795,Arkadiy,Gladchuk,arkadiy.gladchuk@ukr.net,26.11
4796,Alla,Ivanenko,alla.ivanenko@ukr.net,1.86
4797,Potishana,Shchasniy,potishana.shchasniy@ukr.net,98.47
4798,Avksentiy,Paneyko,avksentiy.paneyko@ukr.net,0.49
4799,Ostromov,Mishkovskiy,ostromov.mishkovskiy@ukr.net,4.97
4800,Dana,Mikulyak,dana.mikulyak@ukr.net,0.35
4801,Vasil,Golod,vasil.golod@ukr.net,3.54
4802,Sobibor,Savko,sobibor.savko@ukr.net,1.08
4803,Kalenik,Kosar,kalenik.kosar@ukr.net,1.37
4804,Severina,Sushinskiy,severina.sushinskiy@ukr.net,0.37
4805,Kalenik,Grabovich,kalenik.grabovich@ukr.net,9.39
4806,Iepistimiya,Bezditko,iepistimiya.bezditko@ukr.net,98.45
4807,Yulian,Podzigun,yulian.podzigun@ukr.net,0.47
4808,Anton,Sobko,anton.sobko@ukr.net,2.33
4809,Sudimira,Lazorskiy,sudimira.lazorskiy@ukr.net,0.88
4810,Viktoriya,Smirniy,viktoriya.smirniy@ukr.net,0.64
4811,Asklipiya,Didenko,asklipiya.didenko@ukr.net,0.65
4812,Dzvinka,Stefanko,dzvinka.stefanko@ukr.net,0.46
4813,Kiieslav,Andreychuk,kiieslav.andreychuk@ukr.net,3.9
4814,Opanas,Kachmarskiy,opanas.kachmarskiy@ukr.net,1.65
4815,Vita,Bliznyuk,vita.bliznyuk@ukr.net,1.22
4816,Mstislav,Nesterenko,mstislav.nesterenko@ukr.net,10.49
4817,Tvorimir,Shuhevich,tvorimir.shuhevich@ukr.net,95.87
4818,Kvitka,Lenkavskiy,kvitka.lenkavskiy@ukr.net,1.91
4819,Vitaliy,Orlik,vitaliy.orlik@ukr.net,14.73
4820,Luk'yan,Kolodub,luk'yan.kolodub@ukr.net,0.78
4821,Zhittielyub,Kurtyak,zhittielyub.kurtyak@ukr.net,80.72
4822,Apolloniya,Kuharska,apolloniya.kuharska@ukr.net,1.88
4823,Agata,Pidoprigora,agata.pidoprigora@ukr.net,70.81
4824,Emma,Ulyanickiy,emma.ulyanickiy@ukr.net,35.92
4825,Lavrentiy,Mackevich,lavrentiy.mackevich@ukr.net,0.42
4826,Georgina,Gladkiy,georgina.gladkiy@ukr.net,1.24
4827,Korina,Stefanko,korina.stefanko@ukr.net,61.97
4828,Agafiya,Ostroverha,agafiya.ostroverha@ukr.net,92.01
4829,Antoniya,Karpinec,antoniya.karpinec@ukr.net,4.57
4830,Zboyislav,Doniy,zboyislav.doniy@ukr.net,97.67
4831,Monika,Romanchenko,monika.romanchenko@ukr.net,5.08
4832,Mar'yan,Dudinskiy,mar'yan.dudinskiy@ukr.net,2.27
4833,Dina,Matyushenko,dina.matyushenko@ukr.net,1.22
4834,Zboyislav,Vorobkevich,zboyislav.vorobkevich@ukr.net,36.85
4835,Svitolyuba,Fedechko,svitolyuba.fedechko@ukr.net,0.79
4836,Peremil,Pavliv,peremil.pavliv@ukr.net,1.6
4837,Gorpina,Sheparovich,gorpina.sheparovich@ukr.net,0.59
4838,Magda,Batig,magda.batig@ukr.net,2.75
4839,Vlast,Ieresko,vlast.ieresko@ukr.net,0.9
4840,Lyubava,Moskovchenko,lyubava.moskovchenko@ukr.net,1.37
4841,Oleksa,Pikovci,oleksa.pikovci@ukr.net,1.06
4842,Fevroniya,Shulga Vasil,fevroniya.shulgavasil@ukr.net,0.39
4843,Yanina,Ulyanchenko,yanina.ulyanchenko@ukr.net,4.6
4844,Severin,Vaskovichi,severin.vaskovichi@ukr.net,98.04
4845,Horoshko,Godunok,horoshko.godunok@ukr.net,2.96
4846,Silan,Bedzik,silan.bedzik@ukr.net,4.73
4847,Vseslav,Smoliy,vseslav.smoliy@ukr.net,2.28
4848,Mirolyub,Odinec,mirolyub.odinec@ukr.net,4.11
4849,Lyubomil,Rubani,lyubomil.rubani@ukr.net,98.29
4850,Vratislav,Kovbasyuk,vratislav.kovbasyuk@ukr.net,35.17
4851,Irina,Dolinyak,irina.dolinyak@ukr.net,1.67
4852,Osemrit,Ryaboshtan,osemrit.ryaboshtan@ukr.net,13.4
4853,Rayina,Nimchenko,rayina.nimchenko@ukr.net,1.21
4854,Ivantoslav,Cyucyura,ivantoslav.cyucyura@ukr.net,94.16
4855,Ladislava,Sokulskiy,ladislava.sokulskiy@ukr.net,0.65
4856,Volya,Gvozdeckiy,volya.gvozdeckiy@ukr.net,97.48
4857,Zlatomir,Lavrik,zlatomir.lavrik@ukr.net,1.15
4858,Volya,Deysun,volya.deysun@ukr.net,1.16
4859,Mayya,Shvachko,mayya.shvachko@ukr.net,0.9
4860,Zhadan,Grinchak,zhadan.grinchak@ukr.net,0.74
4861,Velichko,Troshchenko,velichko.troshchenko@ukr.net,27.24
4862,Gordomisl,Korovickiy,gordomisl.korovickiy@ukr.net,1.21
4863,Artur,Soloviy,artur.soloviy@ukr.net,7.69
4864,Berta,Trakalo,berta.trakalo@ukr.net,0.37
4865,David,Macura,david.macura@ukr.net,2.04
4866,Magadar,Chuchupak,magadar.chuchupak@ukr.net,0.68
4867,Kvitoslava,Pekarskiy,kvitoslava.pekarskiy@ukr.net,80.88
4868,Alevtin,Galushchenko,alevtin.galushchenko@ukr.net,1.59
4869,Milodar,Mishchenko,milodar.mishchenko@ukr.net,2.14
4870,Tolislav,Nikolishin,tolislav.nikolishin@ukr.net,96.73
4871,Askold,Vernigora,askold.vernigora@ukr.net,1.72
4872,Anzhelika,Kostirko,anzhelika.kostirko@ukr.net,99.64
4873,Sara,Biloskurskiy,sara.biloskurskiy@ukr.net,1.04
4874,Arsena,Golod,arsena.golod@ukr.net,1.43
4875,Budimir,Tarasenko,budimir.tarasenko@ukr.net,0.65
4876,Alfreda,Stefanko,alfreda.stefanko@ukr.net,1.7
4877,Bilogost,Bassa,bilogost.bassa@ukr.net,1.0
4878,Olimpiada,Kloc,olimpiada.kloc@ukr.net,38.33
4879,Pimen,Badlak,pimen.badlak@ukr.net,1.48
4880,Klavdiya,Dikan,klavdiya.dikan@ukr.net,0.54
4881,Marichka,Gumenyak,marichka.gumenyak@ukr.net,97.81
4882,Gorimisl,Bilik,gorimisl.bilik@ukr.net,0.72
4883,Musiy,Sich,musiy.sich@ukr.net,1.84
4884,Semibor,Caruk,semibor.caruk@ukr.net,1.15
4885,Ella,Naydonov,ella.naydonov@ukr.net,5.37
4886,Zlotodan,Voynarovski,zlotodan.voynarovski@ukr.net,89.93
4887,Haritina,Kohanenko,haritina.kohanenko@ukr.net,0.54
4888,Yasnogor,Dem'yanyuk,yasnogor.dem'yanyuk@ukr.net,3.88
4889,Liliya,Andrushko,liliya.andrushko@ukr.net,0.27
4890,Maruta,Kavun,maruta.kavun@ukr.net,2.28
4891,Vekla,Marinyak,vekla.marinyak@ukr.net,1.21
4892,Antoniya,Strukevich,antoniya.strukevich@ukr.net,85.45
4893,Valeriya,Zvarich,valeriya.zvarich@ukr.net,77.31
4894,Musiy,Golub,musiy.golub@ukr.net,1.05
4895,Stanislav,Mazurok,stanislav.mazurok@ukr.net,20.92
4896,Stozhar,Onishchenko,stozhar.onishchenko@ukr.net,0.87
4897,Adriyan,Grigorovich,adriyan.grigorovich@ukr.net,0.39
4898,Agata,Shpodarunok,agata.shpodarunok@ukr.net,1.6
4899,Inga,Luciv,inga.luciv@ukr.net,1.6
4900,Esfir,Shulika,esfir.shulika@ukr.net,2.83
4901,Ieremiy,Stasenko,ieremiy.stasenko@ukr.net,1.48
4902,Hotibor,Lazarchuk,hotibor.lazarchuk@ukr.net,72.05
4903,Zoremir,Dnistryanskiy,zoremir.dnistryanskiy@ukr.net,1.43
4904,Oktaviya,Lishchuk,oktaviya.lishchuk@ukr.net,0.36
4905,Nastya,Chernobay,nastya.chernobay@ukr.net,98.42
4906,Stozhar,Ierchenko,stozhar.ierchenko@ukr.net,1.08
4907,Lolya,Guzun,lolya.guzun@ukr.net,5.49
4908,Buytur,Sadoviy,buytur.sadoviy@ukr.net,3.04
4909,Slavolyub,Sotnichenko,slavolyub.sotnichenko@ukr.net,98.97
4910,Kvitoslava,Davidyuk,kvitoslava.davidyuk@ukr.net,70.51
4911,Predslava,Kostelnik,predslava.kostelnik@ukr.net,1.63
4912,Svitolika,Polotay,svitolika.polotay@ukr.net,0.24
4913,Lyubava,Oleshchuk,lyubava.oleshchuk@ukr.net,97.33
4914,Tamara,Simirenko,tamara.simirenko@ukr.net,4.71
4915,Korneliya,Makeienko,korneliya.makeienko@ukr.net,1.11
4916,Yosifata,Negoda,yosifata.negoda@ukr.net,1.88
4917,Vlasta,Macelyuh,vlasta.macelyuh@ukr.net,1.98
4918,Malik,Kalinchuk,malik.kalinchuk@ukr.net,0.64
4919,Ievgeniy,Filevich,ievgeniy.filevich@ukr.net,0.46
4920,Rusan,Kozlovskiy,rusan.kozlovskiy@ukr.net,3.7
4921,Svitlana,Stashuk,svitlana.stashuk@ukr.net,0.44
4922,Veselan,Avdiievskiy,veselan.avdiievskiy@ukr.net,95.86
4923,Lyubozar,Negrebeckiy,lyubozar.negrebeckiy@ukr.net,96.37
4924,Kazimira,Sinenko,kazimira.sinenko@ukr.net,2.92
4925,Zvenigor,Nagaievskiy,zvenigor.nagaievskiy@ukr.net,2.62
4926,Vselyud,Golovinskiy,vselyud.golovinskiy@ukr.net,1.81
4927,Lyubomir,Prihodko,lyubomir.prihodko@ukr.net,1.49
4928,Cheslava,Grabovich,cheslava.grabovich@ukr.net,1.59
4929,Svitomir,Roguckiy,svitomir.roguckiy@ukr.net,1.95
4930,Dana,Tatarnyuk,dana.tatarnyuk@ukr.net,11.04
4931,Buytur,Demidas,buytur.demidas@ukr.net,2.11
4932,Harita,Korolevich,harita.korolevich@ukr.net,0.51
4933,Radoslava,Bab'yuk,radoslava.bab'yuk@ukr.net,0.75
4934,Martina,Andriienko,martina.andriienko@ukr.net,3.89
4935,Nayden,Dlugosh,nayden.dlugosh@ukr.net,1.03
4936,Slavomir,Lubkivskiy,slavomir.lubkivskiy@ukr.net,1.36
4937,Mstislava,Soltis,mstislava.soltis@ukr.net,88.91
4938,Paraskeviya,Tulub,paraskeviya.tulub@ukr.net,95.58
4939,Iya,Kistyakivskiy,iya.kistyakivskiy@ukr.net,2.76
4940,Orest,Revakovich,orest.revakovich@ukr.net,95.57
4941,Ustim,Babenko,ustim.babenko@ukr.net,91.96
4942,Soncevid,Atamanyuk,soncevid.atamanyuk@ukr.net,9.08
4943,Zahariy,Vorona,zahariy.vorona@ukr.net,2.96
4944,Slavomila,Gudima,slavomila.gudima@ukr.net,0.51
4945,Kazimira,Bosik,kazimira.bosik@ukr.net,1.08
4946,Taras,Prohasko,taras.prohasko@ukr.net,5.2
4947,Semirad,Puhalskiy,semirad.puhalskiy@ukr.net,16.98
4948,Peresvit,Babenko,peresvit.babenko@ukr.net,0.27
4949,Liliya,Avramenko,liliya.avramenko@ukr.net,1.84
4950,Gladko,Pidruchniy,gladko.pidruchniy@ukr.net,95.89
4951,Osmomisl,Rafalskiy,osmomisl.rafalskiy@ukr.net,1.25
4952,Dobrolyub,Zaricka,dobrolyub.zaricka@ukr.net,68.18
4953,Veronika,Kozyar,veronika.kozyar@ukr.net,92.28
4954,Zlat,Grishchenko,zlat.grishchenko@ukr.net,1.41
4955,Radogost,Blazheyovskiy,radogost.blazheyovskiy@ukr.net,1.54
4956,Roksana,Semenyuk,roksana.semenyuk@ukr.net,0.4
4957,Terentiy,Ilyashenko,terentiy.ilyashenko@ukr.net,91.89
4958,Vsevolod,Vinnik,vsevolod.vinnik@ukr.net,66.85
4959,Nigoslav,Vengrinovich,nigoslav.vengrinovich@ukr.net,98.88
4960,Ieremiy,Shandruk,ieremiy.shandruk@ukr.net,1.65
4961,Rad,Vertiporoh,rad.vertiporoh@ukr.net,94.0
4962,Svyatoyar,Turyanskiy,svyatoyar.turyanskiy@ukr.net,63.96
4963,Severina,Garkavenko,severina.garkavenko@ukr.net,1.02
4964,Dorofiy,Babichenko,dorofiy.babichenko@ukr.net,0.93
4965,Trigost,Grishko,trigost.grishko@ukr.net,0.46
4966,Oriyana,Lebedinskiy,oriyana.lebedinskiy@ukr.net,1.23
4967,Zvenislav,Sergiienko,zvenislav.sergiienko@ukr.net,1.5
4968,Voyislav,Trofimenko,voyislav.trofimenko@ukr.net,1.99
4969,Agnesa,Kunovski,agnesa.kunovski@ukr.net,0.44
4970,Rufina,Murskiy,rufina.murskiy@ukr.net,1.51
4971,Ohrim,Tugan-Baranovskiy,ohrim.tugan-baranovskiy@ukr.net,1.75
4972,Antoniy,Stecyuk,antoniy.stecyuk@ukr.net,5.13
4973,Olimpiya,Lavrivskiy,olimpiya.lavrivskiy@ukr.net,0.77
4974,Polel,Lugoviy,polel.lugoviy@ukr.net,66.16
4975,Omelyan,Ustimenko,omelyan.ustimenko@ukr.net,1.35
4976,Alina,Malyarchuk,alina.malyarchuk@ukr.net,42.48
4977,Lyuboslav,Gotra,lyuboslav.gotra@ukr.net,5.17
4978,Caruk,Zagaievich,caruk.zagaievich@ukr.net,3.93
4979,Shchastibog,Mulik,shchastibog.mulik@ukr.net,0.49
